train,val
0.5041906182323733,0.5432379706339403
0.47367259151031893,0.5280214642936533
0.5046902700297294,0.6279727288267829
0.48491488961923507,0.6460659395564686
0.47442978776751027,0.5886759961193259
0.4963063217939869,0.569285427982157
0.4703892442968584,0.49416807971217414
0.4334115188929342,0.5248673585328189
0.4755868536810721,0.6950754143974998
0.44230184163297376,0.5204129869287665
0.43316633506648,0.48660428009249945
0.419769600394272,0.5853795036673546
0.4250961406336677,0.5298470990224318
0.4171923372534014,0.5618732449683276
0.40878131276657503,0.5352422567931089
0.4083443799566838,0.5115059918977998
0.40818547974190406,0.6990586763078516
0.35349450741083394,0.5308766473423351
0.335269934647987,0.5050178915262222
0.3308119291379567,0.4590736695311286
0.32840531637832043,0.46555900844660675
0.31098641659463605,0.4616075970909812
0.31664493001036104,0.4581681909886273
0.3090432017080246,0.4737892895936966
0.30989525070594204,0.46336945620450104
0.3164767202951254,0.4734777008945292
0.32593934772716415,0.47615007107908075
0.3088211570415766,0.4587759863246571
0.3044242692450362,0.4572897993705489
0.3080514248821043,0.46401532197540457
