train,val
0.38462437124502274,0.5204478712244467
0.35675917125697576,0.4649984924630685
0.3480758282446092,0.6032612215388905
0.355459897268203,0.6201259988275442
0.3524452866085114,0.5568045729940588
0.3586755951926593,0.5329252305355939
0.3556440026769715,0.4486672790213065
0.32004199062864624,0.5376402586698532
0.3372305680907542,0.536053979261355
0.3465932384133339,0.5536585253748026
0.3317227910362905,0.5682669038122351
0.3149599252088416,0.5931761109016158
0.30777610279619694,0.47327054833823984
0.2794930380919287,0.4625600772825154
0.2510444371690673,0.47471023960547015
0.24473340154415177,0.5191064951094714
0.23082934890783602,0.5042805597186089
0.2331208896132246,0.5135823142799464
0.2332648606370053,0.5253665067932822
0.22893770222341822,0.4863151874054562
0.22850848136529808,0.4994166412136771
0.22096661745660728,0.4923174421895634
0.22196749624826254,0.4761906638741493
0.22501048235402954,0.5059652281078425
0.2237288018748645,0.509102236140858
0.23229107164567517,0.5195846171541647
0.2368504403819961,0.5193790177052672
0.22504540767160156,0.4862211394039067
0.22662877495731076,0.5226626673882658
0.2366299796248636,0.5071481953967701
